adj_edge_jaccard,division_fn,division_fp,division_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,embryo,node_recall,num_pred_nodes,reclaimed,safe_divs,stem,total_node_ratio,variant
0.956128920390523,2,1,0,22,12,0.8940809968847352,287,44b6,0.9678456591639871,22855,85,86,44b6_e28840c6,-0.6939854859009721,min1_steal1
0.9812333476107321,1,1,0,12,8,0.977924944812362,886,6bba,0.9935483870967742,5826,18,21,6bba_062c8d37,-0.03383084577114428,min1_steal1
0.8259492745398063,2,0,0,38,22,0.8365122615803815,307,6bba,0.9303621169916435,24198,82,90,6bba_07e24132,0.12627414475215268,min1_steal1
0.9987420665944748,1,0,0,4,0,0.9965753424657534,1164,6bba,0.996661101836394,8279,24,30,6bba_085bf656,-0.021741699161054,min1_steal1
0.8924404974156838,3,8,1,93,133,0.8872255489021956,1778,6bba,0.9902564102564102,29288,77,108,6bba_09961292,-0.05877815984831443,min1_steal1
0.7877776294120264,1,1,0,22,26,0.7857142857142857,176,6bba,0.9569377990430622,21877,64,80,6bba_0e7c0d07,-0.026260737971246718,min1_steal1
0.9190084377680416,2,1,1,56,31,0.9154518950437318,942,6bba,0.971042471042471,7991,24,29,6bba_12665c0e,-0.038850132306952126,min1_steal1
0.8529750288417312,1,7,0,102,122,0.8493611297915266,1263,6bba,0.980528511821975,17147,46,63,6bba_1d0d8384,-0.042548439332179354,min1_steal1
0.6142604476298951,1,2,0,102,90,0.6444444444444445,348,6bba,0.8947368421052632,17619,48,65,6bba_207c6aaf,0.468372364363697,min1_steal1
0.8954667078316353,3,4,0,59,39,0.8966244725738397,850,6bba,0.957983193277311,9884,22,36,6bba_20852818,0.01291248206599713,min1_steal1
0.9869858446514843,1,0,1,5,6,0.9903339191564148,1127,6bba,1.0,12354,34,46,6bba_2312ac41,0.03380753138075314,min1_steal1
0.8992514378709519,1,6,0,44,24,0.8925750394944708,565,6bba,0.9578783151326054,4725,17,18,6bba_268e1230,-0.07479929508517721,min1_steal1
0.9535495605787041,1,3,0,31,24,0.9434737923946557,918,6bba,0.9918864097363083,4943,15,18,6bba_2819ca14,-0.10679436212504517,min1_steal1
0.6909061045470941,1,1,0,144,142,0.6998950682056663,667,6bba,0.9211136890951276,43676,138,161,6bba_32db13fc,0.1284330189897946,min1_steal1
0.943269138232721,0,2,2,30,47,0.9388888888888889,1183,6bba,0.9992138364779874,29058,70,106,6bba_337b1b3a,-0.04665354330708661,min1_steal1
0.7960731732072059,1,2,0,93,120,0.7981042654028436,842,6bba,0.9769307923771314,53390,168,197,6bba_3abfe10a,0.025448958033227696,min1_steal1
0.9779834914757386,2,0,0,10,8,0.9761273209549072,736,6bba,0.9973856209150327,6139,17,23,6bba_3c5691b6,-0.01901565995525727,min1_steal1
0.7858640517193747,1,1,0,51,65,0.7847866419294991,423,6bba,0.9721115537848606,22917,63,84,6bba_3db54e20,-0.013728696849715958,min1_steal1
0.994575709156737,0,2,1,13,10,0.9806560134566863,1166,6bba,0.9942004971002486,8445,22,31,6bba_3fda6b25,-0.14194269457427353,min1_steal1
0.7650937065084832,1,0,0,46,33,0.7523510971786834,240,6bba,0.9041095890410958,23501,72,87,6bba_474be664,-0.16937051567525535,min1_steal1
0.9275090871797039,3,2,2,35,30,0.9314345991561181,883,6bba,0.9850267379679144,24975,66,92,6bba_48816121,0.04214479449196745,min1_steal1
0.9163819810511489,1,7,0,38,51,0.8919902912621359,735,44b6,0.9873096446700508,42628,149,158,44b6_12dfb391,-0.2734524134169621,min1_steal2
